COMPOUND	COMPOUND_NAME	SMILES
705534	VINLEUCINOL	CCOC(=O)C(NC(=O)C1(O)C2N(C)c3cc(OC)c(cc3C42CCN5CC=CC(CC)(C54)C1O)C6(CC7CN(CC(O)(CC)C7)CCc8c6[nH]c9ccccc89)C(=O)OC)C(C)CC
705540	DITEKIREN	CCC(C)C(NC(=O)C(CC(O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)N(C)C(=O)C(Cc2ccccc2)NC(=O)C3CCCN3C(=O)OC(C)(C)C)C(C)C)C(=O)NCc4ccccn4
700405	MASOPROCOL	CC(Cc1ccc(O)c(O)c1)C(C)Cc2ccc(O)c(O)c2
701924	TIAPRIDE	CCN(CC)CCNC(=O)c1cc(ccc1OC)S(=O)(=O)C
701925	CLIPROFEN	CC(C(=O)O)c1ccc(C(=O)c2cccs2)c(Cl)c1
701926	FIBRACILLIN	CC(C)(Oc1ccc(Cl)cc1)C(=O)NC(C(=O)NC2C3SC(C)(C)C(N3C2=O)C(=O)O)c4ccccc4
701928	BUCAINIDE	CCCCCCN1CCN(CC1)C(=NCC(C)C)c2ccccc2
701929	CINPRAZOLE	O=C(CCn1c(CN2CCN(CC=Cc3ccccc3)CC2)nc4ccccc14)c5ccccc5
701930	ESFLURBIPROFEN	CC(C(=O)O)c1ccc(c(F)c1)c2ccccc2
701932	CEFAPAROLE	Cc1nnc(SCC2=C(N3C(SC2)C(NC(=O)C(N)c4ccc(O)cc4)C3=O)C(=O)O)s1
701933	PICOBENZIDE	Cc1cc(C)cc(c1)C(=O)NCc2ccncc2
701934	DOXAPROST	CCCCCC(C)(O)C=CC1CCC(=O)C1CCCCCCC(=O)O
702837	FLUSPIRILENE	Fc1ccc(cc1)C(CCCN2CCC3(CC2)N(CNC3=O)c4ccccc4)c5ccc(F)cc5
702838	ZOTEPINE	CN(C)CCOC1=Cc2cc(Cl)ccc2Sc3ccccc13
700484	MIRTAZAPINE	CN1CCN2C(C1)c3ccccc3Cc4cccnc24
700485	MITOMYCIN C	COC12C3NC3CN2C4=C(C1COC(=O)N)C(=O)C(=C(C)C4=O)N
700486	MITOTANE	ClC(Cl)C(c1ccc(Cl)cc1)c2ccccc2Cl
700487	MITOXANTRONE	OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12
701139	METHACHOLINE CHLORIDE	[Cl-].CC(C[N+](C)(C)C)OC(=O)C
701140	DIPHEMANIL METHYLSULFATE	COS(=O)(=O)[O-].C[N+]1(C)CCC(=C(c2ccccc2)c3ccccc3)CC1
701141	BEMEGRIDE	CCC1(C)CC(=O)NC(=O)C1
701142	ADIPHENINE	CCN(CC)CCOC(=O)C(c1ccccc1)c2ccccc2
701143	URACIL MUSTARD	ClCCN(CCCl)c1c[nH]c(=O)[nH]c1=O
701144	NIHYDRAZONE	CC(=O)NN=Cc1ccc(o1)[N+](=O)[O-]
705109	DIANHYDROGALACTITOL	OC(C(O)C1CO1)C2CO2
705131	LASALOCID	CCC(C1OC(CC)(CC1C)C2CCC(O)(CC)C(C)O2)C(=O)C(C)C(O)C(C)CCc3ccc(C)c(O)c3C(=O)O
705133	NAPROXOL	COc1ccc2cc(ccc2c1)C(C)CO
705143	DACURONIUM BROMIDE	[Br-].[Br-].CC(=O)OC1CC2CCC3C4CC(C(O)C4(C)CCC3C2(C)CC1[N+]5(C)CCCCC5)[N+]6(C)CCCCC6
705147	KETHOXAL	CCOC(C)C(=O)C(O)O
705153	PREDNIMUSTINE	CC12CC(O)C3C(CCC4=CC(=O)C=CC34C)C2CCC1(O)C(=O)COC(=O)CCCc5ccc(cc5)N(CCCl)CCCl
705169	FLUDALANINE	NC(CF)C(=O)O
705171	AVRIDINE	CCCCCCCCCCCCCCCCCCN(CCCCCCCCCCCCCCCCCC)CCCN(CCO)CCO
705175	DILAZEP	COc1cc(cc(OC)c1OC)C(=O)OCCCN2CCCN(CCCOC(=O)c3cc(OC)c(OC)c(OC)c3)CC2
705184	ACTODIGIN	CC12CCC3C(CCC4CC(CCC43C)OC5OC(CO)C(O)C(O)C5O)C2(O)CCC1C6=CCOC6=O
701869	FTORAFUR	Fc1cn(C2CCCO2)c(=O)[nH]c1=O
701870	AZLOCILLIN	CC1(C)SC2C(NC(=O)C(NC(=O)N3CCNC3=O)c4ccccc4)C(=O)N2C1C(=O)O
701871	APRAMYCIN	CNC1C(O)C2OC(OC3C(N)CC(N)C(O)C3O)C(N)CC2OC1OC4OC(CO)C(N)C(O)C4O
701872	TERBUCROMIL	CC(C)(C)c1cc(c2oc(cc(=O)c2c1)C(=O)O)C(C)(C)C
701873	FENOVERINE	O=C(CN1CCN(Cc2ccc3OCOc3c2)CC1)N4c5ccccc5Sc6ccccc46
701874	APRINDINE	CCN(CC)CCCN(C1Cc2ccccc2C1)c3ccccc3
701875	COUMAZOLINE	CCc1oc2ccccc2c1CC3=NCCN3
701876	FLUROCITABINE	OCC1OC2C(Oc3nc(=N)c(F)cn23)C1O
701877	AZANATOR	CN1CCC(=C2c3ccccc3Oc4ncccc24)CC1
701878	CARMANTADINE	OC(=O)C1CCN1C2(CC3CC4CC(C3)C2)C4
705188	PIPOTIAZINE PALMITATE	CCCCCCCCCCCCCCCC(=O)OCCC1CCN(CCCN2c3ccccc3Sc4ccc(cc24)S(=O)(=O)N(C)C)CC1
705208	AZOLIMINE	CN1C(=N)N(CC1=O)c2ccccc2
705212	BRUCEANTIN	COC(=O)C12OCC34C2C(OC(=O)C=C(C)C(C)C)C(=O)OC4CC5C(=C(O)C(=O)CC5(C)C3C(O)C1O)C
704760	VINCRISTINE	CCC1(O)CC2CN(C1)CCc3c([nH]c4ccccc34)C(C2)(C(=O)OC)c5cc6c(cc5OC)N(C=O)C7C86CCN9CC=CC(CC)(C98)C(OC(=O)C)C7(O)C(=O)OC
704778	[D-PHE12, NLE21,38, C-ALPHA-ME-LEU37]-CRF (12-41), HUMAN, RAT	CCCCC(NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(CCC(=O)O)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(Cc1c[nH]cn1)NC(=O)C(N)Cc2ccccc2)C(C)C)C(=O)NC(C)C(=O)NC(CCCNC(=N)N)C(=O)NC(C)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)N)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(CCC(=O)N)C(=O)NC(CCC(=O)N)C(=O)NC(C)C(=O)NC(Cc3c[nH]cn3)C(=O)NC(CO)C(=O)NC(CC(=O)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCCN)C(=O)NC(C)(CC(C)C)C(=O)NC(CCCC)C(=O)NC(CCC(=O)O)C(=O)NC(C(C)CC)C(=O)NC(C(C)CC)C(=O)N
704789	2-ACETYLAMINOFLUORENE	CC(=O)Nc1ccc-2c(Cc3ccccc32)c1
704790	GAMMA-CYCLODEXTRIN	OCC1OC2OC3C(O)C(O)C(OC3CO)OC4C(O)C(O)C(OC4CO)OC5C(O)C(O)C(OC5CO)OC6C(O)C(O)C(OC6CO)OC7C(O)C(O)C(OC7CO)OC8C(O)C(O)C(OC8CO)OC9C(O)C(O)C(OC9CO)OC1C(O)C2O
704830	ERYTHROMYCIN PROPIONATE	CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC3OC(C)CC(C3OC(=O)CC)N(C)C)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O
701033	4-[6-METHOXY-2-(4-METHOXYPHENYL)BENZO]B]THIOPHEN-3-YLCARBONYL]BENZONITRILE	COc1ccc(cc1)c2sc3cc(OC)ccc3c2C(=O)c4ccc(C#N)cc4
701034	1-[4-(2-METHYLPHENYL)PIPERAZIN-1-YL]-2-[8-(4-METHYLPIPERAZIN-1-YL)NAPHTHALEN-2-YLOXY]ETHANONE	CN1CCN(CC1)c2cccc3ccc(OCC(=O)N4CCN(CC4)c5ccccc5C)cc23
701035	3,4-DI(3-CHLOROPHENYLAMINO)-1H-PYRAZOLO[3,4-D]PYRIMIDINE	Clc1cccc(Nc2n[nH]c3ncnc(Nc4cccc(Cl)c4)c23)c1
701036	D-(3,3-DICYCLOHEXYL)ALANYL-L-PROLINE 6-AMINOPYRIDIN-3-YLMETHYLAMIDE	NC(C(C1CCCCC1)C2CCCCC2)C(=O)N3CCCC3C(=O)NCc4ccc(N)nc4
701037	ICX5602873	CC(C)(C)OC(=O)NC(C(c1ccccc1)c2ccccc2)C(=O)N3CCCC3C(=O)NCc4ccc(N)nc4
701039	(R/S)-3-[1-(2-FLUOROPHENYL)-3-(ISOQUINOLIN-3-YLCARBOXAMIDO)-6-METHOXY-2-OXOINDOLIN-3-YL]PROPIONIC ACID SODIUM SALT	COc1ccc2c(c1)N(C(=O)C2(CCC(=O)O)NC(=O)c3cc4ccccc4cn3)c5ccccc5F
700488	YH-439	CC(C)OC(=O)C(=C1SCS1)C(=O)Nc2nc(C)cs2
700489	(+)-MK 801	CC1(NC2Cc3ccccc31)c4ccccc24
700490	MK-771	OC(=O)CCCC(NC(=O)C1CCCN1)C(=O)NC(Cc2cnc[nH]2)C(=O)NC(=O)C3CSCN3
700491	ML-10302	COc1cc(N)c(Cl)cc1C(=O)OCCN2CCCCC2
701979	PIROLATE	CCOC(=O)c1nc(=O)c2cc3cc(OC)c(OC)cc3nc2[nH]1
701980	BUTOCROLOL	Cc1cc(=O)c2c(O)c3ccoc3c(OCC(O)CNC(C)(C)C)c2o1
701981	TRIAFUNGIN	C(c1ccccc1)c2nnc3ccncc3n2
701982	NEBIDRAZINE	Nn1cnnc1NN=Cc2c(Cl)cccc2Cl
701983	PIRIFIBRATE	CC(C)(Oc1ccc(Cl)cc1)C(=O)OCc2cccc(CO)n2
701984	MUZOLIMINE	CC(N1N=C(N)CC1=O)c2ccc(Cl)c(Cl)c2
701196	SULFAPROXYLINE	CC(C)Oc1ccc(cc1)C(=O)NS(=O)(=O)c2ccc(N)cc2
701197	SULFADIMETHOXINE	COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1
701199	TUAMINOHEPTANE	CCCCCC(C)N
701200	VINBARBITAL	CCC=C(C)C1(CC)C(=O)NC(=O)NC1=O
705544	EBIRATIDE	CS(=O)(=O)CCC(N)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1c[nH]cn1)C(=O)NC(Cc2ccccc2)C(=O)NC(CCCCN)C(=O)NC(Cc3ccccc3)C(=O)NCCCCCCCCN
705548	EFONIDIPINE	CC1=C(C(C(=C(C)N1)P2(=O)OCC(C)(C)CO2)c3cccc(c3)[N+](=O)[O-])C(=O)OCCN(Cc4ccccc4)c5ccccc5
705552	TALLIMUSTINE	Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)c4ccc(cc4)N(CCCl)CCCl)cn3C)cn2C)cc1C(=O)NCCC(=N)N
705556	DEXNIGULDIPINE	COC(=O)C1=C(C)NC(=C(C1c2cccc(c2)[N+](=O)[O-])C(=O)OCCCN3CCC(CC3)(c4ccccc4)c5ccccc5)C
705574	STIBAMINE GLUCOSIDE	OCC1OC(Nc2ccc(cc2)[Sb](=O)(O)O[Sb](=O)(O[Sb](=O)(O)c3ccc(NC4OC(CO)C(O)C(O)C4O)cc3)c5ccc(NC6OC(CO)C(O)C(O)C6O)cc5)C(O)C(O)C1O
705577	LYAPOLATE	[Na+].[O-]S(=O)(=O)C=C
705597	NOGALAMYCIN	COC1C(C)OC(OC2CC(C)(O)C(C(=O)OC)c3cc4C(=O)c5c6OC7OC(C)(C(O)C(C7O)N(C)C)c6cc(O)c5C(=O)c4c(O)c23)C(OC)C1(C)OC
701935	TETRANTOIN	O=C1NC(=O)C2(CCc3ccccc3C2)N1
701937	DEXCLAMOL	CC(C)C1(O)CCN2CC3c4c(cccc4CCc5ccccc35)C2C1
701938	PRANOPROFEN	CC(C(=O)O)c1ccc2Oc3ncccc3Cc2c1
701939	BENZAPRINOXIDE	C[N+](C)([O-])CCC=C1c2ccccc2C=Cc3c(Cl)cccc13
701150	TICLATONE	Clc1ccc2c(=O)[nH]sc2c1
701151	ETOZOLIN	CCOC(=O)C=C1SC(N2CCCCC2)C(=O)N1C
705230	PRIMYCIN	CCCCC1C(O)C(C)CCC(O)CCCC(O)CCCC(O)C(=CC(OC2OC(CO)C(O)C2O)C(O)CC(O)CC(O)CC(O)CC(O)CCCCC(=CC(C)C(OC1=O)C(C)C(O)CCCNC(=N)N)C)C
705233	NOFECAINIDE	CC(C)NCC(O)COC1N(C(=O)c2ccccc12)c3ccccc3
705241	ROSARAMICIN PROPIONATE	CCC1OC(=O)CC(O)C(C)C(OC2OC(C)CC(C2OC(=O)CC)N(C)C)C(CC=O)CC(C)C(=O)C=CC3(C)OC3C1C
705250	ANTRAFENINE	FC(F)(F)c1cccc(c1)N2CCN(CCOC(=O)c3ccccc3Nc4ccnc5cc(ccc45)C(F)(F)F)CC2
705275	ACLARUBICIN	CCC1(O)CC(OC2CC(C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)N(C)C)c5c(O)c6C(=O)c7c(O)cccc7C(=O)c6cc5C1C(=O)OC
700289	IMETIT DIHYDROBROMIDE	NC(=N)SCCc1c[nH]cn1
700291	IMIQUIMOD	CC(C)Cn1cnc2c(N)nc3ccccc3c12
700292	IMMEPIP	C(C1CCNCC1)c2c[nH]cn2
700293	INDAPAMIDE	CC1Cc2ccccc2N1NC(=O)c3ccc(Cl)c(c3)S(=O)(=O)N
700294	INOSITOL	OC1C(O)C(O)C(O)C(O)C1O
701818	AMDINOCILLIN	CC1(C)SC2C(N=CN3CCCCCC3)C(=O)N2C1C(=O)O
701819	RIMITEROL	OC(C1CCCCN1)c2ccc(O)c(O)c2
701821	BROPERAMOLE	Brc1cccc(c1)c2nnn(CCC(=O)N3CCCCC3)n2
701146	BENZIODARONE	CCc1oc2ccccc2c1C(=O)c3cc(I)c(O)c(I)c3
701147	CHLORISONDAMINE DICHLORIDE	[Cl-].[Cl-].C[N+](C)(C)CC[N+]1(C)Cc2c(C1)c(Cl)c(Cl)c(Cl)c2Cl
701145	PENMESTEROL	CC1(O)CCC2C3CC=C4C=C(CCC4(C)C3CCC21C)OC5CCCC5
702783	ALACEPRIL	CC(CSC(=O)C)C(=O)N1CCCC1C(=O)NC(Cc2ccccc2)C(=O)O
702785	BAMBUTEROL	CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(c1)C(O)CNC(C)(C)C
702787	TROPESIN	COc1ccc2n(C(=O)c3ccc(Cl)cc3)c(C)c(CC(=O)OCC(C(=O)O)c4ccccc4)c2c1
702788	DOPEXAMINE	Oc1ccc(CCNCCCCCCNCCc2ccccc2)cc1O
702790	ALINIDINE	Clc1cccc(Cl)c1N(CC=C)C2=NCCN2
702791	TRIMOPROSTIL	CCCCC(C)(C)C(O)C=CC1C(C)CC(=O)C1CC=CCCCC(=O)O
702793	SPIZOFURONE	CC(=O)c1ccc2OC3(CC3)C(=O)c2c1
700437	GALLOPAMIL	COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2cc(OC)c(OC)c(OC)c2)cc1OC
700438	METHSUXIMIDE	CN1C(=O)CC(C)(C1=O)c2ccccc2
705290	NAFAZATROM	CC1=NN(CCOc2ccc3ccccc3c2)C(=O)C1
705301	CLOFEZONE	CCCCC1C(=O)N(N(C1=O)c2ccccc2)c3ccccc3.CCN(CC)CCNC(=O)COc1ccc(Cl)cc1
701027	D-MYO-INOSITOL 1,4,5-TRISPHOSPHATE HEXASODIUM SALT	[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].OC1C(O)C(OP(=O)([O-])[O-])C(OP(=O)([O-])[O-])C(O)C1OP(=O)([O-])[O-]
701028	(HIS(1-ME)2)-THYROTROPIN-RELEASING HORMONE	Cn1cnc(CC(NC(=O)C2CCC(=O)N2)C(=O)N3CCCC3C(=O)N)c1
702614	IPIDACRINE	Nc1c2CCCc2nc3CCCCc13
701061	N,N-DIMETHYLFORMAMIDE	CN(C)C=O
701062	4,4'-METHYLENEDIANILINE	Nc1ccc(Cc2ccc(N)cc2)cc1
701063	BAYER P-38 INHIBITOR	CCCCc1cc(NC(=O)Nc2ccc(Oc3ccc(O)cc3)cc2)no1
701064	1-(2-METHOXYBENZOYL)-4-(PHENYLMETHYL)-PIPERIDINE	COc1ccccc1C(=O)N2CCC(Cc3ccccc3)CC2
701065	1-(2-FLUOROBENZOYL)-4-(PHENYLMETHYL)-PIPERIDINE	Fc1ccccc1C(=O)N2CCC(Cc3ccccc3)CC2
701066	4-(PHENYLMETHYL)-1-[2-(TRIFLUOROMETHYL)BENZOYL]-PIPERIDINE	FC(F)(F)c1ccccc1C(=O)N2CCC(Cc3ccccc3)CC2
700416	MEGESTROL ACETATE	CC(=O)OC1(CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C)C(=O)C
700417	MELOXICAM	CN1C(=C(O)c2ccccc2S1(=O)=O)C(=O)Nc3ncc(C)s3
700420	PETHIDINE	CCOC(=O)C1(CCN(C)CC1)c2ccccc2
701940	METESCULETOL	Cc1cc(=O)oc2cc(O)c(OCC(=O)O)cc12
701252	BETA-PRODINE	CCC(=O)OC1(CCN(C)CC1C)c2ccccc2
701253	OXELADIN	CCN(CC)CCOCCOC(=O)C(CC)(CC)c1ccccc1
701254	PROMOXOLANE	CC(C)C1(OCC(CO)O1)C(C)C
701255	NITROSULFATHIAZOLE	[O-][N+](=O)c1ccc(cc1)S(=O)(=O)Nc2nccs2
702839	SULTOPRIDE	CCN1CCCC1CNC(=O)c2cc(ccc2OC)S(=O)(=O)CC
702841	DOSULEPIN HYDROCHLORIDE	CN(C)CCC=C1c2ccccc2CSc3ccccc13
702843	ALIZAPRIDE	COc1cc2[nH]nnc2cc1C(=O)NCC3CCCN3CC=C
702845	QUINETHAZONE	CCC1NC(=O)c2cc(c(Cl)cc2N1)S(=O)(=O)N
702846	PENTAERYTHRITOL TETRANITRATE	[O-][N+](=O)OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-]
701991	GUANCLOFINE	NC(=N)NCCNc1c(Cl)cccc1Cl
701992	PIRBENICILLIN	CC1(C)SC2C(NC(=O)C(NC(=O)CNC(=N)c3ccncc3)c4ccccc4)C(=O)N2C1C(=O)O
701993	CETABEN	CCCCCCCCCCCCCCCCNc1ccc(cc1)C(=O)O
701994	ADITOPRIM	COc1cc(Cc2cnc(N)nc2N)cc(OC)c1N(C)C
701995	TAMETICILLIN	CCN(CC)CCOC(=O)C1N2C(SC1(C)C)C(NC(=O)c3c(OC)cccc3OC)C2=O
701996	MEDROXALOL	CC(CCc1ccc2OCOc2c1)NCC(O)c3ccc(O)c(c3)C(=O)N
701152	HYDROCORTAMATE	CCN(CC)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C
708034	ICX5609074	Oc1cc2[nH]c3cc(O)c(O)cc3c2cc1O
701154	PYRITHYLDIONE	CCC1(CC)C(=O)NC=CC1=O
701155	PROHEPTAZINE	CCC(=O)OC1(CCCN(C)CC1C)c2ccccc2
700492	ML-7, HYDROCHLORIDE	Ic1cccc2c(cccc12)S(=O)(=O)N3CCCNCC3
700493	ML-9 HYDROCHLORIDE	Clc1cccc2c(cccc12)S(=O)(=O)N3CCCNCC3
700494	MOEXIPRIL	CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N2Cc3cc(OC)c(OC)cc3CC2C(=O)O
700495	MOLINDONE	CCc1c(C)[nH]c2CCC(CN3CCOCC3)C(=O)c12
700496	MOMETASONE FUROATE	CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(OC(=O)c5ccco5)C(=O)CCl
702015	NABAZENIL	CCCCCC(C)C(C)c1cc(OC(=O)CCCN2CCCCCC2)c3C4=C(CCC(C)C4)C(C)(C)Oc3c1
702016	ITANOXONE	OC(=O)C(=C)CC(=O)c1ccc(cc1)c2ccccc2Cl
702017	MEFENIDIL	Cc1[nH]c(nc1CC#N)c2ccccc2
702018	TREPTILAMINE	CCN(CC)CCOC(=C1C2C3CC1CC32)c4ccccc4
702019	CINROMIDE	CCNC(=O)C=Cc1cccc(Br)c1
701201	FENPIVERINIUM BROMIDE	[Br-].C[N+]1(CCC(C(=O)N)(c2ccccc2)c3ccccc3)CCCCC1
701202	PHENAZOCINE	CC1C2Cc3ccc(O)cc3C1(C)CCN2CCc4ccccc4
701203	SULFABENZ	Nc1ccc(cc1)S(=O)(=O)Nc2ccccc2
701204	OXYPHENBUTAZONE	CCCCC1C(=O)N(N(C1=O)c2ccc(O)cc2)c3ccccc3
701205	PHENAMPROMIDE	CCC(=O)N(C(C)CN1CCCCC1)c2ccccc2
701206	QUINDONIUM BROMIDE	[Br-].Oc1ccc2C3=[N+](CCc2c1)C4CCCC4CC3
701207	DIBENZOTHIOPHENE	c1ccc2c(c1)sc3ccccc32
701208	PHENYL AMINOSALICYLATE	Nc1ccc(C(=O)Oc2ccccc2)c(O)c1
701209	AMPHENIDONE	Nc1cccc(c1)n2ccccc2=O
701210	8-AZAGUANINE	Nc1nc2nn[nH]c2c(=O)[nH]1
702794	ARTEMETHER	COC1OC2OC3(C)CCC4C(C)CCC(C1C)C24OO3
705607	DESLANOSIDE	CC1OC(CC(O)C1OC2CC(O)C(OC3CC(O)C(OC4OC(CO)C(O)C(O)C4O)C(C)O3)C(C)O2)OC5CCC6(C)C(CCC7C6CC(O)C8(C)C(CCC78O)C9=CC(=O)OC9)C5
705611	RESCINNAMINE	COC1C(CC2CN3CCc4c([nH]c5cc(OC)ccc45)C3CC2C1C(=O)OC)OC(=O)C=Cc6cc(OC)c(OC)c(OC)c6
705616	ROSARAMICIN	CCC1OC(=O)CC(O)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(CC=O)CC(C)C(=O)C=CC3(C)OC3C1C
705310	TOCOFENOXATE	CC(C)CCCC(C)CCCC(C)CCCC1(C)CCc2c(C)c(OC(=O)COc3ccc(Cl)cc3)c(C)c(C)c2O1
705314	PENTIGETIDE	NC(CC(=O)O)C(=O)NC(CO)C(=O)NC(CC(=O)O)C(=O)N1CCCC1C(=O)NC(CCCNC(=N)N)C(=O)O
705333	MECIADANOL	COC1Cc2c(O)cc(O)cc2OC1c3ccc(O)c(O)c3
705341	PIRIDICILLIN	CC1(C)SC2C(NC(=O)C(NC(=O)c3ccc([nH]c3=O)c4ccc(cc4)S(=O)(=O)N(CCO)CCO)c5ccc(O)cc5)C(=O)N2C1C(=O)O
705353	CEFPIRAMIDE	Cc1cc(O)c(cn1)C(=O)NC(C(=O)NC2C3SCC(=C(N3C2=O)C(=O)O)CSc4nnnn4C)c5ccc(O)cc5
705374	RESCIMETOL	COC1C(CC2CN3CCc4c([nH]c5cc(OC)ccc45)C3CC2C1C(=O)OC)OC(=O)C=Cc6ccc(O)c(OC)c6
701148	TUBERCIDINE	Nc1ncnc2n(ccc12)C3OC(CO)C(O)C3O
701149	MANNITOL	OCC(O)C(O)C(O)C(O)CO
702734	ACTINOMYCIN VII	CCC(C)C1NC(=O)C(NC(=O)c2ccc(C)c3oc4c(C)c(=O)c(N)c(C(=O)NC5C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C6CCCN6C(=O)C(NC5=O)C(C)CC)c4nc23)C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C7CCCN7C1=O
702736	ARISTEROMYCIN	Nc1ncnc2n(cnc12)C3CC(CO)C(O)C3O
702737	COUROUPITINE A	O=C1c2ccccc2-n3c1nc4ccccc4c3=O
702738	PUERARIN	OCC1OC(Oc2c(O)ccc3c(=O)c(coc23)c4ccc(O)cc4)C(O)C(O)C1O
702742	SODIUM FERRIC GLUCONATE COMPLEX IN SUCROSE	[Na+].[Na+].OCC1OC(O)C(O)C(O)C1O.OC(CO*[O-])C(O)C(O)C(O)C(=O)OCC(O)C(O)C(O)C(O)C(=O)O*[O-].O1[Fe]2O[Fe]1O2
701090	4-NONYLPHENOL	CCCCCCCCCc1ccc(O)cc1
701091	4-DIMETHYLAMINOPYRIDINE	CN(C)c1ccncc1
702825	ELLIPTINIUM ACETATE	CC(=O)[O-].Cc1c2[nH]c3ccc(O)cc3c2c(C)c4c[n+](C)ccc14
700439	METHYCHLOTHIAZIDE	CN1C(CCl)Nc2cc(Cl)c(cc2S1(=O)=O)S(=O)(=O)N
700440	METHYL ARACHIDONYL FLUOROPHOSPHONATE	CCCCCC=CCC=CCC=CCC=CCCCCOP(=O)(C)F
700441	METHYL 6,7-DIMETHOXY-4-ETHYL-BETA-CARBOLINE-3-CARBOXYLATE	CCc1c(ncc2[nH]c3cc(OC)c(OC)cc3c12)C(=O)OC
700442	METHYLDOPATE	CCOC(=O)C(C)(N)Cc1ccc(O)c(O)c1
700443	METHYLENE BLUE	[Cl-].CN(C)c1ccc2nc3ccc(=[N+](C)C)cc3sc2c1
700445	METHYL METHANESULFONATE	COS(=O)(=O)C
700446	METHYLPARABEN	COC(=O)c1ccc(O)cc1
700447	METHYLPREDNISOLONE	CC1CC2C3CCC(O)(C(=O)CO)C3(C)CC(O)C2C4(C)C=CC(=O)C=C14
701997	ZOLIPROFEN	CC(C(=O)O)c1ccc(Oc2nccs2)cc1
701998	OCTAZAMIDE	O=C(N1CC2COCC2C1)c3ccccc3
701999	TIZOLEMIDE	CN=C1SCC(O)(N1C)c2ccc(Cl)c(c2)S(=O)(=O)N
701211	CETOTIAMINE	CCOC(=O)OCCC(=C(C)N(Cc1cnc(C)nc1N)C=O)SC(=O)OCC
705707	MARSILIN	CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCCCCCCCCCCCC
705709	TRICHOMYCIN A	CC(CCC(O)CC(=O)c1ccc(N)cc1)C2OC(=O)CC(=O)CC(O)CC(O)CC(O)CC(O)CC(O)CC3(O)CC(O)C(C(CC(OC4OC(C)C(O)C(N)C4O)C=CC=CC=CC=CC=CC=CC=CC2C)O3)C(=O)O
705719	IOTROLAN	CN(C(=O)CC(=O)N(C)c1c(I)c(C(=O)NC(CO)C(O)CO)c(I)c(C(=O)NC(CO)C(O)CO)c1I)c2c(I)c(C(=O)NC(CO)C(O)CO)c(I)c(C(=O)NC(CO)C(O)CO)c2I
705722	CGS-8216	O=c1n(nc2c1c[nH]c3ccccc23)c4ccccc4
705751	TRIFLUSAL	CC(=O)Oc1cc(ccc1C(=O)O)C(F)(F)F
705752	DESLORELIN	CCNC(=O)C1CCCN1C(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)C(Cc4ccc(O)cc4)NC(=O)C(CO)NC(=O)C(Cc5c[nH]c6ccccc56)NC(=O)C(Cc7cnc[nH]7)NC(=O)C8CCC(=O)N8
701941	DIMOXAMINE	CCC(N)Cc1cc(OC)c(C)cc1OC
701942	ZOLOPERONE	COc1ccccc1N2CCN(CCc3oc(=O)[nH]c3c4ccc(F)cc4)CC2
701943	ETOPERIDONE	CCc1nn(CCCN2CCN(CC2)c3cccc(Cl)c3)c(=O)n1CC
701944	DEXINDOPROFEN	CC(C(=O)O)c1ccc(cc1)N2Cc3ccccc3C2=O
701945	NISOXETINE	CNCCC(Oc1ccccc1OC)c2ccccc2
701946	CLOPIMOZIDE	Fc1ccc(cc1)C(CCCN2CCC(CC2)n3c(=O)[nH]c4cc(Cl)ccc34)c5ccc(F)cc5
701947	PIRFENIDONE	Cc1ccc(=O)n(c1)c2ccccc2
